ItemKey,GenericName,BrandName,DosageStrength,SoldPer,DefaultPurchasePrice,DefaultSellingPrice,IsActive,CanonicalSourceBDM,CanonicalSourceFileID,Notes,LastUpdatedAt
Pantrex | 100 mg/mL | 1123152,Tranexamic Acid,Pantrex,100 mg/mL,ampoule,53.00,160.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
PANTREX | 500 mg/5 mL | 1123 152,TRANEXAMIC ACID,PANTREX,500 mg/5 mL,AMPOULE,53.00,160.00,TRUE,Roman Mabanag,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,,4/7/2026 17:44:42
Pantrex | 500 mg/5 mL | 1125088,Tranexamic Acid,Pantrex,500 mg/5 mL,ampoule,63.00,160.00,TRUE,Jake Montero,1wOWz4fba-GeFOeowYBvMaUnx-vRjQ1-ktd34GOLXx4I,,4/7/2026 17:44:42
Partners | KN 95 | JA251220U,Face Mask,Partners,KN 95,piece,4.64,10.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners Bouffant cap | Caterpillar Type 24 | MDK25021268,Bouffant Cap,Partners Bouffant cap,Caterpillar Type 24,piece,83.40,190.00,TRUE,Jay Ann Protacio,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,,4/7/2026 17:44:42
PARTNERS D Tube | FR 18 | MDK24959919,GASTRIC DUODENAL TUBE,PARTNERS D Tube,FR 18,PIECE,120.00,185.00,TRUE,Roman Mabanag,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,,4/7/2026 17:44:42
Partners Diaper | Large | TGEM250020,Diaper,Partners Diaper,Large,piece,17.30,30.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners DIaper | Medium | TGEM240027,Diaper,Partners DIaper,Medium,piece,15.22,30.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners E Tube | FR 8 | 2304010770,Endotrachea Tube,Partners E Tube,FR 8,piece,34.00,55.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners ECG Paper | 50 mm x 30m | MDK24959980,ECG Paper,Partners ECG Paper,50 mm x 30m,roll,42.73,80.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners Elastic Bandage | 2 inch x 5 yards | JA230109U,Elastic Bandage,Partners Elastic Bandage,2 inch x 5 yards,piece,12.10,27.50,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners Elastic Bandage | 3 inch x5 yards | JA230209U,Elastic Bandage,Partners Elastic Bandage,3 inch x5 yards,piece,17.00,30.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners Elastic Bandage | 4 inch x 5 yards | JA230209U,Elastic Bandage,Partners Elastic Bandage,4 inch x 5 yards,piece,17.00,30.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners Elastic Bandage | 6 inch x 5 yards | JA250214U,Elastic Bandage,Partners Elastic Bandage,6 inch x 5 yards,piece,16.48,27.50,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners Elastic Bandages | 3 inch x 5 yards | JA221216,Elastic Bandage,Partners Elastic Bandages,3 inch x 5 yards,piece,15.53,27.50,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners Endo Tube | Cuffed 2.0mm | 2304010753,Endotracheal Tube,Partners Endo Tube,Cuffed 2.0mm,piece,35.00,55.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Endo Tube | Cuffed 3.0mm | 2302010210,Endotracheal Tube,Partners Endo Tube,Cuffed 3.0mm,piece,35.00,55.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Endo Tube | Cuffed 4.5mm | 2406011365,Endotracheal Tube,Partners Endo Tube,Cuffed 4.5mm,piece,33.80,55.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Endo Tube | Cuffed 5.0mm | 2404010809,Endotracheal Tube,Partners Endo Tube,Cuffed 5.0mm,piece,33.80,55.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Endo Tube | Cuffed 5.5 mm | 2506011921,Endotracheal Tube,Partners Endo Tube,Cuffed 5.5 mm,piece,33.48,55.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Endo Tube | Cuffed 6.0mm | 2403010526,Endotracheal Tube,Partners Endo Tube,Cuffed 6.0mm,piece,33.80,55.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Endo Tube | Cuffed 6.5mm | 2404010986,Endotracheal Tube,Partners Endo Tube,Cuffed 6.5mm,piece,33.80,55.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Endo Tube | Cuffed 7.0mm | 2506011921,Endotracheal Tube,Partners Endo Tube,Cuffed 7.0mm,piece,33.80,60.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Endo Tube | Cuffed 7.5mm | 2401010148,Endotracheal Tube,Partners Endo Tube,Cuffed 7.5mm,piece,33.80,55.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Endo Tube | Cuffed 8.0mm | 2406011365,Endotracheal Tube,Partners Endo Tube,Cuffed 8.0mm,piece,33.80,55.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Endo Tube | Uncuffed 3.5mm | 2304010770,Endotracheal Tube,Partners Endo Tube,Uncuffed 3.5mm,piece,33.80,55.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Endo Tube | Uncuffed 4.0mm | 2404010986,Endotracheal Tube,Partners Endo Tube,Uncuffed 4.0mm,piece,33.80,55.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Face Mask | Earloop | SC250601PH,Surgical Face Mask,Partners Face Mask,Earloop,piece,43.88,95.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners Feed Tube | 5 | MD21752902,Feeding Tube,Partners Feed Tube,5,piece,6.90,15.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Feed Tube | 8 | MD20703504,Feeding Tube,Partners Feed Tube,8,piece,6.90,18.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Foley Cath | FR 12 | 2503010490,Foley Catheter,Partners Foley Cath,FR 12,piece,27.00,50.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Foley Cath | FR 8 | 2505011308,Foley Catheter,Partners Foley Cath,FR 8,piece,35.00,55.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Gauze Bandage | 2 x 10 yards | JA210615U,Gauze Bandage,Partners Gauze Bandage,2 x 10 yards,piece,85.00,120.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
"Partners Gauze Bandage | 2"" x2 x 8 ply | JA230209U",Gauze Bandage,Partners Gauze Bandage,"2"" x2 x 8 ply",piece,109.60,139.60,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners Gauze Bandage | 4 x10 yards | JA25011OU,Gauze Bandage,Partners Gauze Bandage,4 x10 yards,piece,10.56,18.33,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
"Partners Gauze Bandage | 4""x4"" x8 ply | JA24080IU",Gauze Bandage,Partners Gauze Bandage,"4""x4"" x8 ply",piece,1.80,3.02,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners Gauze Roll | 36X100Y | JA25100IU,Gauze Roll,Partners Gauze Roll,36X100Y,piece,646.00,"1,200.00",TRUE,Jay Ann Protacio,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,,4/7/2026 17:44:42
Partners KN 95 | KN 95 | JA25122OU,KN 95,Partners KN 95,KN 95,piece,135.00,6.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners LS  | 12 x 12 | JA250407U,Lap Sponge,Partners LS ,12 x 12,piece,51.48,60.00,TRUE,Jay Ann Protacio,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,,4/7/2026 17:44:42
Partners Lubricating Jelly | 5 g | 2501005,Lubricating Jelly,Partners Lubricating Jelly,5 g,piece,4.16,8.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners Lubricating Jelly | 80 g | 2409224,Lubricating Jelly,Partners Lubricating Jelly,80 g,piece,44.29,60.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners Nasal Oxygen | Pedia/Adult | SC250918PH,Nasal Oxygen,Partners Nasal Oxygen,Pedia/Adult,piece,14.00,19.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners Nebulizer Kit | Adult | SC241023PH,Nebulizer Kit/Mask,Partners Nebulizer Kit,Adult,piece,28.84,45.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners Nebulizer Kit | Pedia | 2506011921,Nebulizer Kit/Mask,Partners Nebulizer Kit,Pedia,piece,28.84,45.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners Ngt | FR 16 | MDK23877969,Silicone,Partners Ngt,FR 16,piece,122.00,185.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners Ngt | FR 18 | MD21777008,Silicone,Partners Ngt,FR 18,piece,130.00,185.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners Oxygen Cannula | Adult | SC23814Ph,Oxygen Cannula,Partners Oxygen Cannula,Adult,piece,14.00,19.00,TRUE,Mae Navarro,1em8X2kYF2GYrhA4gvlnQvuZb9n3-JB69s6cYxI3fKiE,,4/7/2026 17:44:42
Partners Oxygen Cannula | Pedia | SC23813PH,Oxygen Cannula,Partners Oxygen Cannula,Pedia,piece,13.91,19.00,TRUE,Mae Navarro,1em8X2kYF2GYrhA4gvlnQvuZb9n3-JB69s6cYxI3fKiE,,4/7/2026 17:44:42
PARTNERS Resu PVC | ADULT | 24002845,MANUAL RESUSCITATOR,PARTNERS Resu PVC,ADULT,PIECE,578.00,880.00,TRUE,Roman Mabanag,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,,4/7/2026 17:44:42
PARTNERS Resu PVC | PEDIA | 23002675,MANUAL RESUSCITATOR,PARTNERS Resu PVC,PEDIA,PIECE,578.00,880.00,TRUE,Roman Mabanag,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,,4/7/2026 17:44:42
Partners S Cath | FR 10 | SC240315PH,Suction Catheter,Partners S Cath,FR 10,piece,6.00,12.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners S Cath | FR 12 | MDK23877923,Suction Catheter,Partners S Cath,FR 12,piece,6.00,12.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners S Cath | FR 14 | SC230726PH,Suction Catheter,Partners S Cath,FR 14,piece,6.00,12.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners S Cath | FR 16 | SC240416PH,Suction Catheter,Partners S Cath,FR 16,piece,6.00,12.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners S Tube | FR 16 | MDK23877917,Stomach Tube,Partners S Tube,FR 16,piece,10.00,14.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
PARTNERS S Tube | FR 16 | SC250617PH,STOMACH TUBE,PARTNERS S Tube,FR 16,PIECE,10.00,16.00,TRUE,Roman Mabanag,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,,4/7/2026 17:44:42
Partners S Tube | FR14 | SC231026PH,Stomach Tube,Partners S Tube,FR14,piece,10.00,14.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners Stomach Tube | FR 18 | MD20592301,Stomach Tube,Partners Stomach Tube,FR 18,piece,9.90,15.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Stool Container | bottle with cap | VIP 00002,Stool Container,Partners Stool Container ,bottle with cap,piece,6.00,9.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Suction Cath | FR 10 | SC250405PH,Suction Catheter,Partners Suction Cath,FR 10,piece,5.77,11.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Suction Cath | FR 12 | SC240823PH,Suction Catheter,Partners Suction Cath,FR 12,piece,5.77,11.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Suction Cath | FR 14 | MD21777006,Suction Catheter,Partners Suction Cath,FR 14,piece,5.82,9.00,TRUE,Mae Navarro,1em8X2kYF2GYrhA4gvlnQvuZb9n3-JB69s6cYxI3fKiE,,4/7/2026 17:44:42
Partners Suction Cath | FR 14 | SC250605,Suction Catheter,Partners Suction Cath,FR 14,piece,5.82,12.22,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Suction Cath | FR 5 | SC250109PH,Suction Catheter,Partners Suction Cath,FR 5,piece,6.23,11.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Partners Surgical Mask | Earloop | SC250601PH,Face Mask,Partners Surgical Mask,Earloop,box of 50s,43.88,90.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Partners Surgical Tape | 1 inch x 10 yards | JA250407U,Surgical Tape,Partners Surgical Tape,1 inch x 10 yards,piece,13.00,94.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Partners Thermometer | Digital | MDR08044,Digital Thermometer,Partners Thermometer,Digital,piece,39.14,65.00,TRUE,Jay Ann Protacio,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,,4/7/2026 17:44:42
Partners Underpads | 60 x 90 | TGEM1250045,Underpads,Partners Underpads,60 x 90,packs,103.00,200.00,TRUE,Jay Ann Protacio,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,,4/7/2026 17:44:42
PartnersElastic Bandage | 4 inch x 5 yards | JA250313U,Elastic Bandage,PartnersElastic Bandage,4 inch x 5 yards,piece,28.00,33.00,TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Phenerex | 50 mg/2 mL | 339,Promethazine,Phenerex,50 mg/2 mL,ampoule,21.80,100.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Philvan | 1 g | UTDJ4B4,Vancomycin,Philvan,1 g,vial,160.00,680.00,TRUE,Mae Navarro,1em8X2kYF2GYrhA4gvlnQvuZb9n3-JB69s6cYxI3fKiE,,4/7/2026 17:44:42
Philvan | 1 g | VTDG5B6,Vancomycin,Philvan,1 g,vial,160.00,720.00,TRUE,Romela Shen Herrera,1HEfAOQUwqB2hrkJrKMYu9uLOM7LUylkpo1GhssjXCTA,,4/7/2026 17:44:42
Philvan | 500 mg | VTDG5A7,Vancomycin,Philvan,500 mg,ampoule,100.00,720.00,TRUE,Romela Shen Herrera,1HEfAOQUwqB2hrkJrKMYu9uLOM7LUylkpo1GhssjXCTA,,4/7/2026 17:44:42
Phytocare | 10 mg/mL | 250571,Phytomenadione,Phytocare,10 mg/mL,ampoule,14.80,75.00,FALSE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Phytocore | 10 mg/2 mL | 230941,Phytomenadione,Phytocore,10 mg/2 mL,ampoule,15.00,75.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Phytodone | 10 mg/mL | GN5659,Phytomedaione,Phytodone,10 mg/mL,ampoule,14.80,45.00,TRUE,Romela Shen Herrera,1HEfAOQUwqB2hrkJrKMYu9uLOM7LUylkpo1GhssjXCTA,,4/7/2026 17:44:42
Pletaxol | 100 mg | 4A318A,Cilostazol,Pletaxol,100 mg,ampoule,0.00,0.00,FALSE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Porfever | 300 mg/2 mL | 240386,Paracetamol,Porfever,300 mg/2 mL,ampoule,6.50,35.00,FALSE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Porfever | 300 mg/2 mL | 240444,Paracetamol,Porfever,300 mg/2 mL,ampoule,6.50,35.00,TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Porfever | 300 mg/2 mL | 251153,Paracetamol,Porfever,300 mg/2 mL,ampoule,6.50,45.00,TRUE,Mae Navarro,1em8X2kYF2GYrhA4gvlnQvuZb9n3-JB69s6cYxI3fKiE,,4/7/2026 17:44:42
Porfever | 300 mg/2 mL | 261167,Paracetamol,Porfever,300 mg/2 mL,ampoule,6.50,40.00,TRUE,Jenny Rose Jacosalem,17RGzSlvVOHhUojZc5ZDmDlaUvVaQWBGytKf56t0Awgk,,4/7/2026 17:44:42
Profmax | 200mg/20 mL | 25011,Propofol,Profmax,200mg/20 mL,vial,190.00,0.00,TRUE,Jay Ann Protacio,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,,4/7/2026 17:44:42
Qualiprazole | 40mg | 2501668,Omeprazole,Qualiprazole,40mg,vial,90.00,450.00,TRUE,Romela Shen Herrera,1HEfAOQUwqB2hrkJrKMYu9uLOM7LUylkpo1GhssjXCTA,,4/7/2026 17:44:42
Ranicid | 50 mg/2 mL | AFU25002,Ranitidine,Ranicid,50 mg/2 mL,ampoule,33.26,85.00,TRUE,Jake Montero,1wOWz4fba-GeFOeowYBvMaUnx-vRjQ1-ktd34GOLXx4I,,4/7/2026 17:44:42
RANITEIN | 50 mg/2 mL | 2504601,RANITIDINE HCL,RANITEIN,50 mg/2 mL,AMPOULE,11.00,65.00,TRUE,Roman Mabanag,1L3MURjzhk6j6BYvsPCGYn5Zqy6XAjJmNthqzGx_U-e8,,4/7/2026 17:44:42
Sacriva-750 | 500 mg/250 mg | 631230602,Ampicillin Sulbactam ,Sacriva-750,500 mg/250 mg,vial,18.30,120.00,TRUE,Jay Ann Protacio,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,,4/7/2026 17:44:42
Sedansenz  Airway | 80 mm | 12699PM,Guedel Airway,Sedansenz  Airway,80 mm,piece,36.00,51.00,TRUE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Sedansenz E TT | 8.0 mm | 11851PM,ET Tube cuffed,Sedansenz E TT,8.0 mm,piece,61.00,72.00,TRUE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Sedazenz E TT uncuffed | 3.5 mm | 11851PM,ET Tube (uncuffed) ,Sedazenz E TT uncuffed,3.5 mm,piece,51.00,86.00,TRUE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Seredol | 5 mg/mL | 223490,Haloperidol,Seredol,5 mg/mL,ampoule,"1,350.00","1,690.00",TRUE,Menivie Daniela,1IR8cNNH4KOiMUFREvFXq0wOCiIePAmYcHM8vVRkPnas,,4/7/2026 17:44:42
Simplex Muc Ex  | DP | 12451PM,Mucus Extractor ,Simplex Muc Ex ,DP,piece,66.00,93.00,TRUE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Simplex Muc Ex  | IN | 9258PP,Mucus Extractor,Simplex Muc Ex ,IN,piece,66.00,93.00,TRUE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Simplex Ngt Dou | FR 16 | 9271PP,Ngt Duodenal Tube,Simplex Ngt Dou,FR 16,piece,9.00,14.00,TRUE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Simplex Suction Cath | FR 16 | VIP 00001,Suction Catheter,Simplex Suction Cath,FR 16,piece,9.00,14.00,TRUE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Simplex T Drain | FR 12 | 12080PM,T-Tube Drain ,Simplex T Drain,FR 12,piece,105.00,145.00,TRUE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Simplex T Drain | FR 14 | 12080PM,T-Tube Drain ,Simplex T Drain,FR 14,piece,105.00,145.00,TRUE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Simplex T Drain | FR 16 | 12080PM,T-Tube Drain,Simplex T Drain,FR 16,piece,105.00,145.00,TRUE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Simplex T Drain | FR 18 | 12080PM,T-Tube Drain ,Simplex T Drain,FR 18,piece,105.00,145.00,TRUE,Edcel Mae Arespacochaga,17J5RP7HqErs6Tv7daOAxKxU7nd77wX7EkUkpR06AuJY,,4/7/2026 17:44:42
Sobinate | 84 mg/ mL (8.4% w/v) | L0732404A,Sodium Bicarbonate,Sobinate,84 mg/ mL (8.4% w/v),ampoule,119.00,300.00,TRUE,Romela Shen Herrera,1HEfAOQUwqB2hrkJrKMYu9uLOM7LUylkpo1GhssjXCTA,,4/7/2026 17:44:42
Sodicarb | 84 mg/mL (8.4% w/v) | 5240014,Sodium Bicarbonate,Sodicarb,84 mg/mL (8.4% w/v),ampoule,92.00,250.00,TRUE,Jake Montero,1wOWz4fba-GeFOeowYBvMaUnx-vRjQ1-ktd34GOLXx4I,,4/7/2026 17:44:42
Speeda | 0.5 mL | 202505120AY,Purified Rabies Vaccine,Speeda,0.5 mL,piece,930.00,"1,250.00",TRUE,Judy Mae Patrocinio,1i1ehuB0k_2Ca9av9boBjMhaNAyU8rd3JJ7TP4XjVOtU,,4/7/2026 17:44:42
Stigmithyl | 500 mcg/mL  | 4RA110,Neostigmine,Stigmithyl,500 mcg/mL ,ampoule,78.40,200.00,TRUE,Romela Shen Herrera,1HEfAOQUwqB2hrkJrKMYu9uLOM7LUylkpo1GhssjXCTA,,4/7/2026 17:44:42
Tachyban | 6 mg/2 mL | 2F25006,Adenosine,Tachyban,6 mg/2 mL,ampoule,180.00,570.00,TRUE,Jay Ann Protacio,1O_SA5V6UFANT8ccPgPxYBUlnRgQd8uwRY_z2kCp9afE,,4/7/2026 17:44:42
